postcode,place_name,state_name,state_code,latitude,longitude,accuracy
2914,Moncrieff,Australian Capital Territory,ACT,-35.1651,149.1179,4
2914,Jacka,Australian Capital Territory,ACT,-35.1568,149.1288,4
1001,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1002,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1003,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1004,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1005,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1006,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1007,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1008,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1009,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1010,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1011,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1020,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1021,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1022,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1023,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1025,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1026,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1027,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1028,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1029,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1030,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1031,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1032,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1033,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1034,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1035,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1036,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1037,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1038,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1039,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1040,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1041,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1042,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1043,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1044,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1045,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1046,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1100,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1101,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1105,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1106,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1107,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1108,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1109,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1110,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1112,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1113,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1114,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1115,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1116,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1117,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1118,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1119,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1120,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1121,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1122,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1123,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1124,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1125,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1126,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1127,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1128,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1129,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1130,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1131,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1132,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1133,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1134,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1135,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1136,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1137,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1138,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1139,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1140,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1141,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1142,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1143,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1144,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1145,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1146,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1147,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1148,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1149,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1150,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1151,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1152,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1153,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1154,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1155,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1156,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1157,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1158,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1159,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1160,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1161,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1162,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1163,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1164,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1165,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1166,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1167,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1168,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1169,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1170,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1171,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1172,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1173,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1174,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1175,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1176,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1177,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1178,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1179,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1180,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1181,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1182,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1183,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1184,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1185,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1186,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1187,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1188,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1189,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1190,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1191,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1192,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1193,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1194,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1195,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1196,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1197,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1198,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1199,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1200,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1201,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1202,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1203,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1204,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1205,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1206,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1207,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1208,Haymarket,New South Wales,NSW,-33.8787,151.2053,4
1209,Australia Square,New South Wales,NSW,-33.8691,151.2071,1
1210,Australia Square,New South Wales,NSW,-33.8707,151.2068,1
1211,Australia Square,New South Wales,NSW,-33.8707,151.2068,1
1212,Australia Square,New South Wales,NSW,-33.8707,151.2068,1
1213,Australia Square,New South Wales,NSW,-33.8707,151.2068,1
1214,Australia Square,New South Wales,NSW,-33.8707,151.2068,1
1215,Australia Square,New South Wales,NSW,-33.8707,151.2068,1
1216,Grosvenor Place,New South Wales,NSW,-33.8707,151.2068,1
1217,Grosvenor Place,New South Wales,NSW,-33.8707,151.2068,1
1218,Grosvenor Place,New South Wales,NSW,-33.8707,151.2068,1
1219,Grosvenor Place,New South Wales,NSW,-33.8707,151.2068,1
1220,Grosvenor Place,New South Wales,NSW,-33.8707,151.2068,1
1221,Royal Exchange,New South Wales,NSW,-33.8707,151.2068,1
1222,Royal Exchange,New South Wales,NSW,-33.8707,151.2068,1
1223,Royal Exchange,New South Wales,NSW,-33.8707,151.2068,1
1224,Royal Exchange,New South Wales,NSW,-33.8707,151.2068,1
1225,Royal Exchange,New South Wales,NSW,-33.8707,151.2068,1
1226,Queen Victoria Building,New South Wales,NSW,-33.8707,151.2068,1
1227,Queen Victoria Building,New South Wales,NSW,-33.8707,151.2068,1
1228,Queen Victoria Building,New South Wales,NSW,-33.8707,151.2068,1
1229,Queen Victoria Building,New South Wales,NSW,-33.8707,151.2068,1
1230,Queen Victoria Building,New South Wales,NSW,-33.8787,151.2053,1
1231,Sydney South,New South Wales,NSW,-33.8787,151.2053,1
1232,Sydney South,New South Wales,NSW,-33.8787,151.2053,1
1233,Sydney South,New South Wales,NSW,-33.8787,151.2053,1
1234,Sydney South,New South Wales,NSW,-33.8787,151.2053,1
1235,Sydney South,New South Wales,NSW,-33.8787,151.2053,1
1236,Haymarket,New South Wales,NSW,-33.8787,151.2053,4
1237,Haymarket,New South Wales,NSW,-33.8787,151.2053,4
1238,Haymarket,New South Wales,NSW,-33.8787,151.2053,4
1239,Haymarket,New South Wales,NSW,-33.8787,151.2053,4
1240,Haymarket,New South Wales,NSW,-33.8787,151.2053,4
1291,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1292,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1293,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1294,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1295,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1296,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1297,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1298,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1299,Sydney,New South Wales,NSW,-33.8678,151.2073,4
1300,Darlinghurst,New South Wales,NSW,-33.8794,151.2193,4
1311,Eastern Suburbs Mc,New South Wales,NSW,-33.8784,151.2313,1
1312,Eastern Suburbs Mc,New South Wales,NSW,-33.8784,151.2313,1
1313,Eastern Suburbs Mc,New South Wales,NSW,-33.8784,151.2313,1
1314,Eastern Suburbs Mc,New South Wales,NSW,-33.8784,151.2313,1
1315,Eastern Suburbs Mc,New South Wales,NSW,-33.8784,151.2313,1
1316,Eastern Suburbs Mc,New South Wales,NSW,-33.8784,151.2313,1
1317,Eastern Suburbs Mc,New South Wales,NSW,-33.8784,151.2313,1
1318,Eastern Suburbs Mc,New South Wales,NSW,-33.8784,151.2313,1
1319,Eastern Suburbs Mc,New South Wales,NSW,-33.8784,151.2313,1
1320,Eastern Suburbs Mc,New South Wales,NSW,-33.8784,151.2313,1
1321,Eastern Suburbs Mc,New South Wales,NSW,-33.8784,151.2313,1
1322,Eastern Suburbs Mc,New South Wales,NSW,-33.8784,151.2313,1
1323,Eastern Suburbs Mc,New South Wales,NSW,-33.8784,151.2313,1
1324,Eastern Suburbs Mc,New South Wales,NSW,-33.8784,151.2313,1
1325,Eastern Suburbs Mc,New South Wales,NSW,-33.8784,151.2313,1
1326,Eastern Suburbs Mc,New South Wales,NSW,-33.8784,151.2313,1
1327,Eastern Suburbs Mc,New South Wales,NSW,-33.8784,151.2313,1
1328,Eastern Suburbs Mc,New South Wales,NSW,-33.8784,151.2313,1
1329,Eastern Suburbs Mc,New South Wales,NSW,-33.8784,151.2313,1
1330,Eastern Suburbs Mc,New South Wales,NSW,-33.8693,151.2248,1
1331,Eastern Suburbs Mc,New South Wales,NSW,-33.8693,151.2248,1
1332,Eastern Suburbs Mc,New South Wales,NSW,-33.8693,151.2248,1
1333,Eastern Suburbs Mc,New South Wales,NSW,-33.8693,151.2248,1
1334,Eastern Suburbs Mc,New South Wales,NSW,-33.8693,151.2248,1
1335,Potts Point,New South Wales,NSW,-33.8713,151.222,4
1340,Kings Cross,New South Wales,NSW,-33.875,151.2223,4
1350,Woollahra,New South Wales,NSW,-33.8878,151.2368,4
1355,Bondi Junction,New South Wales,NSW,-33.8928,151.2472,4
1360,Double Bay,New South Wales,NSW,-33.8778,151.2435,4
1363,Moore Park,New South Wales,NSW,-33.9014,151.2138,4
1391,Eastern Suburbs Mc,New South Wales,NSW,-33.8784,151.2313,1
1401,Broadway,New South Wales,NSW,-33.9475,151.1522,1
1416,Southern Suburbs Mc,New South Wales,NSW,-33.9475,151.1522,1
1419,Southern Suburbs Mc,New South Wales,NSW,-33.9475,151.1522,1
1420,Strawberry Hills,New South Wales,NSW,-33.9475,151.1522,1
1421,Strawberry Hills,New South Wales,NSW,-33.9475,151.1522,1
1422,Strawberry Hills,New South Wales,NSW,-33.9475,151.1522,1
1423,Strawberry Hills,New South Wales,NSW,-33.9475,151.1522,1
1424,Strawberry Hills,New South Wales,NSW,-33.9475,151.1522,1
1425,Strawberry Hills,New South Wales,NSW,-33.9475,151.1522,1
1426,Strawberry Hills,New South Wales,NSW,-33.9475,151.1522,1
1427,Strawberry Hills,New South Wales,NSW,-33.9475,151.1522,1
1428,Strawberry Hills,New South Wales,NSW,-33.9475,151.1522,1
1429,Strawberry Hills,New South Wales,NSW,-33.9475,151.1522,1
1430,Eveleigh,New South Wales,NSW,-33.8956,151.1924,4
1435,Alexandria,New South Wales,NSW,-33.9022,151.2004,4
1440,Waterloo,New South Wales,NSW,-33.9167,151.2,4
1445,Rosebery,New South Wales,NSW,-33.9167,151.2,4
1450,Camperdown,New South Wales,NSW,-33.8897,151.1764,4
1455,Botany,New South Wales,NSW,-33.946,151.1959,4
1460,Mascot,New South Wales,NSW,-33.926,151.1935,4
1465,Kensington,New South Wales,NSW,-33.9202,151.2224,4
1466,Unsw Sydney,New South Wales,NSW,-33.925,151.2083,1
1470,Drummoyne,New South Wales,NSW,-33.8524,151.1549,4
1475,Marrickville,New South Wales,NSW,-33.9032,151.1518,4
1480,Kingsgrove,New South Wales,NSW,-33.9393,151.0993,4
1481,Hurstville Bc,New South Wales,NSW,-33.9687,151.1109,1
1484,Kingsgrove DC,New South Wales,NSW,-33.9687,151.1109,1
1485,Kogarah,New South Wales,NSW,-33.9833,151.1167,4
1487,Kogarah,New South Wales,NSW,-33.9833,151.1167,4
1490,Miranda,New South Wales,NSW,-34.0386,151.1001,4
1493,Hurstville,New South Wales,NSW,-33.9799,151.0903,4
1495,Caringbah,New South Wales,NSW,-34.0473,151.1205,4
1499,Sutherland,New South Wales,NSW,-34.031,151.0553,4
1515,West Chatswood,New South Wales,NSW,-33.794,151.1649,4
1560,Northbridge,New South Wales,NSW,-33.8094,151.2222,4
1565,Milsons Point,New South Wales,NSW,-33.846,151.2119,4
1570,Artarmon,New South Wales,NSW,-33.8167,151.1833,4
1582,Crows Nest,New South Wales,NSW,-33.8265,151.2019,4
1585,Crows Nest,New South Wales,NSW,-33.8265,151.2019,4
1590,St Leonards,New South Wales,NSW,-33.8234,151.1984,4
1595,Lane Cove,New South Wales,NSW,-33.8157,151.1668,4
1597,Lane Cove,New South Wales,NSW,-33.8157,151.1668,4
1602,Lane Cove DC,New South Wales,NSW,-33.7554,151.1998,1
1630,Hornsby,New South Wales,NSW,-33.7024,151.0993,4
1635,Hornsby Westfield,New South Wales,NSW,-33.7,151.1,1
1639,Frenchs Forest,New South Wales,NSW,-33.7482,151.2232,4
